id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,city,price_eur,host_listing_group
21481734,Huge 2 Bed 2 Bath Sleeps 6ppl. Hyde Park 2 mins,110250725,Christina,,Westminster,51.51466,-0.17648,Hotel room,300,2,45,2019-11-03,1.99,36.0,54,London,348.0,11 a 50 alojamientos
21521806,Beautiful Modern 3 Bed Flat Just off Portobello Rd,110250725,Christina,,Kensington and Chelsea,51.51703,-0.20623,Hotel room,395,3,32,2019-11-03,1.45,36.0,249,London,458.2,11 a 50 alojamientos
21522817,NEW Beautiful Victorian 6BD Family Home Zone 2,156411077,Emma,,Lewisham,51.46203,-0.02979,Entire home/apt,320,3,10,2019-08-19,0.43,1.0,2,London,371.2,1 alojamiento
21523011,Modern 2 Bedroom apartment in Finsbury Park,156319461,Anthony,,Islington,51.56524,-0.10681,Entire home/apt,1000,1,16,2019-10-24,0.72,4.0,347,London,1160.0,2 a 4 alojamientos
21485249,Funtherapy,34502006,Roy,,Camden,51.55629,-0.1597,Entire home/apt,330,7,1,2018-06-14,0.06,2.0,0,London,382.79999999999995,2 a 4 alojamientos
21551463,"Beautiful, cosy 4bed house in Brixton / Clapham",39942624,Maria,,Lambeth,51.45681,-0.12339,Entire home/apt,280,2,15,2019-05-05,0.67,4.0,305,London,324.79999999999995,2 a 4 alojamientos
21488057,Plush Family Suite XL - 8 people - Canary Wharf,156090742,Anna,,Tower Hamlets,51.4995,-0.01954,Hotel room,300,1,17,2019-09-02,0.72,8.0,331,London,348.0,5 a 10 alojamientos
21529662,Explore West End from a Sophisticated Penthouse Flat,7701687,Arcore,,Westminster,51.50762,-0.12192,Entire home/apt,395,2,25,2019-10-15,1.07,48.0,160,London,458.2,11 a 50 alojamientos
21494107,Elegant and Modern 2 Bed and 2 Bath in Kensington,146594021,Caroline At My London Trip,,Kensington and Chelsea,51.50201,-0.1928,Entire home/apt,450,2,3,2018-01-31,0.13,9.0,0,London,522.0,5 a 10 alojamientos
21559143,Unique & stylish 4 bed family home & garden room,1949674,Adrian,,Haringey,51.59413,-0.07688,Private room,250,1,18,2019-10-07,0.74,2.0,326,London,290.0,2 a 4 alojamientos
21572402,Addison Bridge Place by onefinestay,156158778,Sally,,Hammersmith and Fulham,51.49536,-0.20772,Entire home/apt,415,6,0,,1.114,220.0,209,London,481.4,Más de 101 alojamientos
21572444,Albert Terrace by onefinestay,156158778,Sally,,Westminster,51.53718,-0.15544,Entire home/apt,1857,6,0,,1.418,220.0,220,London,2154.12,Más de 101 alojamientos
21572460,Altenburg Gardens IV by onefinestay,156158778,Sally,,Wandsworth,51.46389,-0.16425,Entire home/apt,911,6,0,,0.202,220.0,46,London,1056.76,Más de 101 alojamientos
21572479,Alwyne Place by onefinestay,156158778,Sally,,Islington,51.54391,-0.09599,Entire home/apt,1295,6,1,2019-05-27,0.18,220.0,257,London,1502.1999999999998,Más de 101 alojamientos
21572492,Alwyne Villas by onefinestay,156158778,Sally,,Islington,51.54277,-0.0988,Entire home/apt,596,6,0,,1.114,220.0,212,London,691.3599999999999,Más de 101 alojamientos
21572509,Ardilaun Road by onefinestay,156158778,Sally,,Islington,51.55567,-0.0973,Entire home/apt,975,6,0,,0.20400000000000001,220.0,35,London,1131.0,Más de 101 alojamientos
21572586,Bassett Road IV by onefinestay,156158778,Sally,,Kensington and Chelsea,51.52049,-0.21299,Entire home/apt,489,6,0,,0.404,220.0,18,London,567.24,Más de 101 alojamientos
21572615,Beaufort Gardens by onefinestay,156158778,Sally,,Kensington and Chelsea,51.49923,-0.16399,Entire home/apt,980,6,0,,0.59,220.0,199,London,1136.8,Más de 101 alojamientos
21572665,Berners Street by onefinestay,156158778,Sally,,Westminster,51.51711,-0.13621,Entire home/apt,571,6,1,2019-05-08,0.16,220.0,36,London,662.3599999999999,Más de 101 alojamientos
21572756,Bramerton Street II by onefinestay,156158778,Sally,,Kensington and Chelsea,51.48535,-0.17212,Entire home/apt,1586,6,0,,0.542,220.0,66,London,1839.7599999999998,Más de 101 alojamientos
21572767,Bramerton Street V by onefinestay,156158778,Sally,,Kensington and Chelsea,51.4854,-0.17169,Entire home/apt,458,6,0,,0.388,220.0,60,London,531.28,Más de 101 alojamientos
21574205,Edge Street by onefinestay,156158778,Sally,,Kensington and Chelsea,51.50824,-0.19676,Entire home/apt,518,6,1,2018-12-13,0.09,220.0,82,London,600.88,Más de 101 alojamientos
21572928,Cadogan Place IV by onefinestay,156158778,Sally,,Kensington and Chelsea,51.49753,-0.15669,Entire home/apt,900,6,0,,0.506,220.0,104,London,1044.0,Más de 101 alojamientos
21574279,Edith Place by onefinestay,156158778,Sally,,Kensington and Chelsea,51.4814,-0.17922,Entire home/apt,1139,6,0,,1.4100000000000001,220.0,10,London,1321.24,Más de 101 alojamientos
21509087,Luxury Light and Airy 5 Bed Apartment near Harrods,37056489,Will,,Kensington and Chelsea,51.49145,-0.16215,Entire home/apt,800,6,12,2019-10-17,0.51,20.0,320,London,927.9999999999999,11 a 50 alojamientos
21573003,Campden Street IV by onefinestay,156158778,Sally,,Kensington and Chelsea,51.50693,-0.19549,Entire home/apt,1853,6,0,,0.32999999999999996,220.0,34,London,2149.48,Más de 101 alojamientos
21574280,Egerton Place by onefinestay,156158778,Sally,,Kensington and Chelsea,51.4961,-0.16646,Entire home/apt,1191,6,0,,0.404,220.0,15,London,1381.56,Más de 101 alojamientos
21574284,Elvaston Place by onefinestay,156158778,Sally,,Kensington and Chelsea,51.49737,-0.18351,Entire home/apt,699,6,0,,0.28,220.0,23,London,810.8399999999999,Más de 101 alojamientos
21573048,Campden Street V by onefinestay,156158778,Sally,,Kensington and Chelsea,51.50602,-0.19634,Entire home/apt,1170,6,0,,0.792,220.0,6,London,1357.1999999999998,Más de 101 alojamientos
21574412,First Street II by onefinestay,156158778,Sally,,Kensington and Chelsea,51.4955,-0.16493,Entire home/apt,980,6,0,,0.20200000000000004,220.0,48,London,1136.8,Más de 101 alojamientos
21573049,Cathcart Road IV by onefinestay,156158778,Sally,,Kensington and Chelsea,51.48611,-0.1858,Entire home/apt,629,6,0,,0.466,220.0,116,London,729.64,Más de 101 alojamientos
21573619,Clifton Gardens Studio by onefinestay,156158778,Sally,,Westminster,51.52405,-0.18165,Entire home/apt,340,6,1,2018-06-28,0.06,220.0,72,London,394.4,Más de 101 alojamientos
21573664,Cockspur Street by onefinestay,156158778,Sally,,Westminster,51.50663,-0.13048,Entire home/apt,900,6,1,2018-04-30,0.05,220.0,119,London,1044.0,Más de 101 alojamientos
21573667,Colville Road III by onefinestay,156158778,Sally,,Kensington and Chelsea,51.51609,-0.20121,Entire home/apt,630,6,0,,1.114,220.0,212,London,730.8,Más de 101 alojamientos
21574416,Featherstone Street by onefinestay,156158778,Sally,,Islington,51.52329,-0.08866,Entire home/apt,424,6,1,2018-12-08,0.09,220.0,20,London,491.84,Más de 101 alojamientos
21574443,Folly Mews by onefinestay,156158778,Sally,,Kensington and Chelsea,51.51728,-0.20596,Entire home/apt,452,6,0,,0.22999999999999998,220.0,142,London,524.3199999999999,Más de 101 alojamientos
21573668,Collingham Road II by onefinestay,156158778,Sally,,Kensington and Chelsea,51.49237,-0.18779,Entire home/apt,502,6,0,,0.368,220.0,30,London,582.3199999999999,Más de 101 alojamientos
21573789,Coram's Fields by onefinestay,156158778,Sally,,Camden,51.52516,-0.11736,Entire home/apt,441,6,0,,0.466,220.0,114,London,511.55999999999995,Más de 101 alojamientos
21574567,Gayton Road by onefinestay,156158778,Sally,,Camden,51.55564,-0.17476,Entire home/apt,678,6,0,,1.4100000000000001,220.0,10,London,786.4799999999999,Más de 101 alojamientos
21574572,Gibson Square by onefinestay,156158778,Sally,,Islington,51.53973,-0.10564,Entire home/apt,637,6,2,2018-12-20,0.15,220.0,104,London,738.92,Más de 101 alojamientos
21574602,Gironde Road by onefinestay,156158778,Sally,,Hammersmith and Fulham,51.47931,-0.20495,Entire home/apt,395,6,0,,0.32999999999999996,220.0,28,London,458.2,Más de 101 alojamientos
21573842,Cowley Road by onefinestay,156158778,Sally,,Richmond upon Thames,51.46909,-0.2582,Entire home/apt,564,6,0,,0.36600000000000005,220.0,14,London,654.24,Más de 101 alojamientos
21574665,Gloucester Place Mews II by onefinestay,156158778,Sally,,Westminster,51.51614,-0.15883,Entire home/apt,641,6,1,2019-01-05,0.1,220.0,42,London,743.56,Más de 101 alojamientos
21573882,Cranley Place III by onefinestay,156158778,Sally,,Kensington and Chelsea,51.4935,-0.17616,Entire home/apt,693,6,0,,0.202,220.0,52,London,803.88,Más de 101 alojamientos
21573885,Crawford Street by onefinestay,156158778,Sally,,Westminster,51.5204,-0.16061,Entire home/apt,693,6,0,,0.248,220.0,42,London,803.88,Más de 101 alojamientos
21574711,Grange Road II by onefinestay,156158778,Sally,,Southwark,51.49534,-0.07879,Entire home/apt,419,6,0,,0.398,220.0,68,London,486.03999999999996,Más de 101 alojamientos
21573937,Culford Road by onefinestay,156158778,Sally,,Hackney,51.54409,-0.07999,Entire home/apt,719,6,1,2019-07-25,0.29,220.0,21,London,834.04,Más de 101 alojamientos
21573994,De Walden Street by onefinestay,156158778,Sally,,Westminster,51.51975,-0.14953,Entire home/apt,765,6,1,2019-10-20,1.0,220.0,12,London,887.4,Más de 101 alojamientos
21574033,Dempster Road by onefinestay,156158778,Sally,,Wandsworth,51.4582,-0.18433,Entire home/apt,831,6,0,,0.796,220.0,95,London,963.9599999999999,Más de 101 alojamientos
21574034,Devonshire Place by onefinestay,156158778,Sally,,Westminster,51.52256,-0.15115,Entire home/apt,810,6,0,,1.81,220.0,9,London,939.5999999999999,Más de 101 alojamientos
21574825,Gregory Place by onefinestay,156158778,Sally,,Kensington and Chelsea,51.50339,-0.19295,Entire home/apt,1170,6,0,,0.662,220.0,305,London,1357.1999999999998,Más de 101 alojamientos
21574057,Donne Place by onefinestay,156158778,Sally,,Kensington and Chelsea,51.49442,-0.16685,Entire home/apt,769,6,0,,0.202,220.0,54,London,892.04,Más de 101 alojamientos
21574936,Hasker Street by onefinestay,156158778,Sally,,Kensington and Chelsea,51.49543,-0.16613,Entire home/apt,1935,6,0,,1.238,220.0,267,London,2244.6,Más de 101 alojamientos
21574937,Harcourt Terrace II by onefinestay,156158778,Sally,,Kensington and Chelsea,51.4886,-0.1873,Entire home/apt,540,6,0,,0.264,220.0,59,London,626.4,Más de 101 alojamientos
21574939,Hatton Place by onefinestay,156158778,Sally,,Camden,51.52133,-0.10783,Entire home/apt,1045,6,0,,0.63,220.0,257,London,1212.1999999999998,Más de 101 alojamientos
21574164,Drayton Gardens VIII by onefinestay,156158778,Sally,,Kensington and Chelsea,51.48797,-0.17791,Entire home/apt,474,6,0,,0.516,220.0,183,London,549.8399999999999,Más de 101 alojamientos
21574166,Drayton Park by onefinestay,156158778,Sally,,Islington,51.55599,-0.10581,Entire home/apt,451,6,0,,0.5740000000000001,220.0,0,London,523.16,Más de 101 alojamientos
21575089,Haven Mews by onefinestay,156158778,Sally,,Islington,51.53996,-0.10508,Entire home/apt,1010,6,0,,0.36600000000000005,220.0,14,London,1171.6,Más de 101 alojamientos
21575093,Hillgate Place by onefinestay,156158778,Sally,,Kensington and Chelsea,51.50689,-0.19719,Entire home/apt,1196,6,2,2019-06-09,0.38,220.0,27,London,1387.36,Más de 101 alojamientos
21575196,Horbury Crescent by onefinestay,156158778,Sally,,Kensington and Chelsea,51.51134,-0.20057,Entire home/apt,458,6,1,2019-08-02,0.31,220.0,17,London,531.28,Más de 101 alojamientos
21575197,Holland Park Mews II by onefinestay,156158778,Sally,,Kensington and Chelsea,51.50516,-0.20667,Entire home/apt,1118,6,0,,0.33,220.0,29,London,1296.8799999999999,Más de 101 alojamientos
21575198,Hollywood Mews by onefinestay,156158778,Sally,,Kensington and Chelsea,51.48708,-0.18304,Entire home/apt,871,6,0,,1.048,220.0,12,London,1010.3599999999999,Más de 101 alojamientos
21575234,John's Mews by onefinestay,156158778,Sally,,Camden,51.52138,-0.11618,Entire home/apt,670,6,0,,0.202,220.0,49,London,777.1999999999999,Más de 101 alojamientos
21575235,James Street II by onefinestay,156158778,Sally,,Westminster,51.51562,-0.15084,Entire home/apt,1088,6,0,,0.404,220.0,15,London,1262.08,Más de 101 alojamientos
21575336,Kensington Gardens Square by onefinestay,156158778,Sally,,Westminster,51.51482,-0.19128,Entire home/apt,550,6,0,,0.5740000000000001,220.0,0,London,638.0,Más de 101 alojamientos
21575337,Kensington Church Walk by onefinestay,156158778,Sally,,Kensington and Chelsea,51.50313,-0.19337,Entire home/apt,717,6,0,,0.708,220.0,231,London,831.7199999999999,Más de 101 alojamientos
21575338,Kennington Road by onefinestay,156158778,Sally,,Lambeth,51.49786,-0.1112,Entire home/apt,664,6,0,,0.368,220.0,31,London,770.2399999999999,Más de 101 alojamientos
21575343,Kempsford Gardens by onefinestay,156158778,Sally,,Kensington and Chelsea,51.48808,-0.19598,Entire home/apt,932,6,0,,0.506,220.0,104,London,1081.12,Más de 101 alojamientos
21575734,Afghan Road by onefinestay,156158778,Sally,,Wandsworth,51.46843,-0.16838,Entire home/apt,449,6,5,2019-03-04,0.31,220.0,162,London,520.8399999999999,Más de 101 alojamientos
21575852,Kensington Gardens Square VI by onefinestay,156158778,Sally,,Westminster,51.51411,-0.18996,Entire home/apt,485,6,0,,0.35,220.0,290,London,562.5999999999999,Más de 101 alojamientos
21575853,Kensington Gardens Square X by onefinestay,156158778,Sally,,Westminster,51.5146,-0.18945,Entire home/apt,489,6,0,,0.27999999999999997,220.0,21,London,567.24,Más de 101 alojamientos
21575871,Kingsway Place by onefinestay,156158778,Sally,,Islington,51.52434,-0.1066,Entire home/apt,419,6,0,,0.404,220.0,19,London,486.03999999999996,Más de 101 alojamientos
21575876,"Notting Hill home with garden, 10 mins from tube",33889201,Veeve,,Kensington and Chelsea,51.51214,-0.20458,Entire home/apt,408,3,0,,0.182,999.0,0,London,473.28,Más de 101 alojamientos
21575908,Kinnerton Street by onefinestay,156158778,Sally,,Westminster,51.50076,-0.15803,Entire home/apt,1893,6,0,,0.42399999999999993,220.0,97,London,2195.8799999999997,Más de 101 alojamientos
21575909,King Street IV by onefinestay,156158778,Sally,,Westminster,51.51228,-0.12384,Entire home/apt,705,6,1,2019-05-29,0.19,220.0,96,London,817.8,Más de 101 alojamientos
21575910,Kynance Place by onefinestay,156158778,Sally,,Kensington and Chelsea,51.49805,-0.18517,Entire home/apt,697,6,0,,0.7939999999999999,220.0,326,London,808.52,Más de 101 alojamientos
21575987,Ladbroke Road by onefinestay,156158778,Sally,,Kensington and Chelsea,51.51022,-0.20003,Entire home/apt,1578,6,0,,0.776,220.0,11,London,1830.4799999999998,Más de 101 alojamientos
21575989,Lambs Conduit Street by onefinestay,156158778,Sally,,Camden,51.52047,-0.1171,Entire home/apt,805,6,0,,0.734,220.0,304,London,933.8,Más de 101 alojamientos
21575991,Leamington Road Villas II by onefinestay,156158778,Sally,,Westminster,51.51819,-0.20095,Entire home/apt,977,6,0,,0.792,220.0,7,London,1133.32,Más de 101 alojamientos
21576059,Leysfield Road by onefinestay,156158778,Sally,,Hammersmith and Fulham,51.50221,-0.23799,Entire home/apt,528,6,1,2019-07-26,0.29,220.0,192,London,612.4799999999999,Más de 101 alojamientos
21576083,3 bedroom house in Kew Gardens/ Richmond,7025418,Laura,,Richmond upon Thames,51.47544,-0.28622,Entire home/apt,250,2,36,2019-10-14,1.53,1.0,295,London,290.0,1 alojamiento
21576125,Maddox Street II by onefinestay,156158778,Sally,,Westminster,51.51388,-0.14274,Entire home/apt,641,6,0,,0.526,220.0,187,London,743.56,Más de 101 alojamientos
21576196,Meard Street by onefinestay,156158778,Sally,,Westminster,51.51406,-0.1333,Entire home/apt,496,6,0,,0.374,220.0,57,London,575.36,Más de 101 alojamientos
21576269,Montague Place by onefinestay,156158778,Sally,,Camden,51.52043,-0.13005,Entire home/apt,855,6,1,2018-07-01,0.06,220.0,75,London,991.8,Más de 101 alojamientos
21576555,Motcomb Street by onefinestay,156158778,Sally,,Westminster,51.49957,-0.15598,Entire home/apt,983,6,0,,0.21600000000000003,220.0,70,London,1140.28,Más de 101 alojamientos
21576557,Myddelton Square II by onefinestay,156158778,Sally,,Islington,51.5287,-0.109,Entire home/apt,582,6,0,,1.1760000000000002,220.0,8,London,675.12,Más de 101 alojamientos
21576559,Newton Street by onefinestay,156158778,Sally,,Camden,51.51713,-0.12091,Entire home/apt,551,6,2,2019-10-17,0.92,220.0,124,London,639.16,Más de 101 alojamientos
21576653,Odhams Walk by onefinestay,156158778,Sally,,Camden,51.51503,-0.12481,Entire home/apt,559,6,0,,0.404,220.0,16,London,648.4399999999999,Más de 101 alojamientos
21621287,Fabulous designed Victorian house with garden,6518672,Victoria,,Brent,51.53772,-0.22332,Entire home/apt,300,3,0,,1.6760000000000002,1.0,99,London,348.0,1 alojamiento
21576665,Old Church Street II by onefinestay,156158778,Sally,,Kensington and Chelsea,51.48862,-0.17588,Entire home/apt,695,6,0,,0.36600000000000005,220.0,13,London,806.1999999999999,Más de 101 alojamientos
21600523,Beautiful 5 bedroom home overlooking cricket pitch,48610554,Mirren,,Wandsworth,51.46764,-0.23304,Entire home/apt,250,3,13,2019-07-15,0.56,1.0,0,London,290.0,1 alojamiento
21576816,Orsett Terrace by onefinestay,156158778,Sally,,Westminster,51.51672,-0.18699,Entire home/apt,900,6,0,,0.398,220.0,68,London,1044.0,Más de 101 alojamientos
21576826,Orleston Mews by onefinestay,156158778,Sally,,Islington,51.54633,-0.10862,Entire home/apt,1007,6,0,,0.36600000000000005,220.0,13,London,1168.12,Más de 101 alojamientos
21580771,Triple Room w/ Private Rooftop 10min from Big Ben,38213220,Roger,,Westminster,51.4892,-0.14132,Entire home/apt,329,5,1,2017-12-28,0.04,2.0,0,London,381.64,2 a 4 alojamientos
21585758,Grand 5BR Family Home in Leafy SW London,156986425,Helen,,Lambeth,51.44046,-0.11211,Entire home/apt,350,2,25,2019-09-29,1.26,1.0,310,London,406.0,1 alojamiento
21605252,5 beds Georgian house next to Hampton Court Palace,157150239,Amanda,,Richmond upon Thames,51.40861,-0.32935,Entire home/apt,850,2,13,2019-08-27,0.65,1.0,0,London,985.9999999999999,1 alojamiento
21586751,Two Bedrooms Apartment Brompton Sq Knightsbridge,15681808,Valérie,,Kensington and Chelsea,51.49802,-0.16706,Entire home/apt,265,2,19,2019-07-19,1.02,1.0,360,London,307.4,1 alojamiento
21631615,Tranquil oasis near London,62023997,N,,Greenwich,51.47486,0.06665,Entire home/apt,550,7,0,,1.266,1.0,83,London,638.0,1 alojamiento
21608457,"3 bedroom 3 bathroom London house, close to tube.",32466469,Katie,,Lambeth,51.46866,-0.12272,Entire home/apt,250,7,9,2019-08-16,0.4,1.0,3,London,290.0,1 alojamiento
21638257,Super Fitzrovia Central 1-bed. Wifi. Outside Space,100057941,Caroline,,Camden,51.5212,-0.13838,Entire home/apt,300,3,8,2019-07-15,0.35,4.0,365,London,348.0,2 a 4 alojamientos
21653264,Spacious/Modern 2 Bed Apartment at Knightsbridge,17521226,Henry,,Kensington and Chelsea,51.50092,-0.16172,Entire home/apt,500,1,4,2019-08-20,0.61,1.0,298,London,580.0,1 alojamiento
21640133,Massive West End Designer Townhouse near Hyde Park,255675,Peter And Jenny,,Westminster,51.51433,-0.18691,Entire home/apt,479,2,27,2019-10-26,1.14,4.0,136,London,555.64,2 a 4 alojamientos
21653456,"6 guest House in Goodge Street 55, London",30961115,Timothy,,Westminster,51.51842,-0.1357,Entire home/apt,345,3,39,2019-10-24,1.85,48.0,338,London,400.2,11 a 50 alojamientos
21657840,"Goodge Street 55, Luxury Home by LOVELYDAYS",131452419,Timothy,,Westminster,51.51863,-0.13604,Entire home/apt,365,2,7,2018-05-08,0.29,28.0,338,London,423.4,11 a 50 alojamientos
21659199,Stunning 3 Bedroom Penthouse close to the Shard,119463580,Jean,,Southwark,51.49809,-0.08087,Entire home/apt,269,2,9,2019-09-17,0.5,28.0,243,London,312.03999999999996,11 a 50 alojamientos
21663348,STRATFORD PENTHOUSE APARTMENT,133414059,Emerald,,Tower Hamlets,51.53019,-0.01457,Entire home/apt,260,3,0,,1.6440000000000001,6.0,157,London,301.59999999999997,5 a 10 alojamientos
21664022,3 bedroom garden maisonette in Maida Vale,31539309,Jean,,Westminster,51.52498,-0.1938,Entire home/apt,250,2,2,2018-01-03,0.09,1.0,0,London,290.0,1 alojamiento
21665950,FANTASTIC 2bed2bath. 200metres to TRAFALGAR SQ,7701687,Arcore,,Westminster,51.50909,-0.12337,Entire home/apt,250,4,19,2019-10-16,0.97,48.0,167,London,290.0,11 a 50 alojamientos
21705708,"3 bed home, 2 mins from tube station - Kensington",33889201,Veeve,,Kensington and Chelsea,51.49362,-0.19466,Entire home/apt,466,1,6,2019-07-31,0.27,999.0,163,London,540.56,Más de 101 alojamientos
21670579,Historic 1920s House moments from the Thames,157629002,David,,Southwark,51.49979,-0.06364,Entire home/apt,253,1,47,2019-10-18,2.15,1.0,356,London,293.47999999999996,1 alojamiento
21688000,Gorgeous and spacious mews home South Kensington,30274187,Natasha,,Kensington and Chelsea,51.49982,-0.18194,Entire home/apt,400,3,16,2019-09-14,0.77,2.0,271,London,463.99999999999994,2 a 4 alojamientos
21671814,"Romilly Street,  Splendid home by LOVELYDAYS",131452419,Timothy,,Westminster,51.51388,-0.13267,Entire home/apt,441,2,8,2019-07-22,0.4,28.0,327,London,511.55999999999995,11 a 50 alojamientos
21671980,LAVISH-CLOSE TO CHANCERY LANE 2BR-2BA APT-LONDON,123745971,Especial,,City of London,51.51423,-0.1104,Entire home/apt,279,7,0,,2.4199999999999995,31.0,35,London,323.64,11 a 50 alojamientos
21672793,IDEAL LOCATION-VICTORIA 2BR-2BA IN CENTRAL LONDON,123745971,Especial,,Westminster,51.49317,-0.13722,Entire home/apt,310,7,0,,0.9199999999999999,31.0,2,London,359.59999999999997,11 a 50 alojamientos
21690488,Stunning Sloane Studio for 3 guests - Chelsea,33889201,Veeve,,Kensington and Chelsea,51.49036,-0.15582,Entire home/apt,256,1,1,2018-07-10,0.06,999.0,0,London,296.96,Más de 101 alojamientos
21712229,"BEAUTIFUL, STUNNING 5 BEDROOM, NEXT TO OLYMPIC",19826493,Abigeal,,Newham,51.54928,-0.01288,Entire home/apt,390,3,0,,0.11000000000000001,33.0,364,London,452.4,11 a 50 alojamientos
21720502,4 Bed Islington Terrace House with a Cinema,7256694,Ashe,,Islington,51.54357,-0.10382,Entire home/apt,400,3,1,2018-01-05,0.04,1.0,2,London,463.99999999999994,1 alojamiento
21775496,Charming 2 bed flat in trendy West London,97962660,Albert-Fort And Jane,,Westminster,51.51756,-0.18541,Entire home/apt,250,3,12,2019-09-13,0.53,2.0,349,London,290.0,2 a 4 alojamientos
21777846,THE MAYFAIR,158678827,Sarah-Ellen,,Westminster,51.51333,-0.15444,Entire home/apt,780,3,3,2018-07-06,0.13,3.0,282,London,904.8,2 a 4 alojamientos
21778418,SALE! Stunning Mews House Best Location!,53323515,Paris Perfect,,Kensington and Chelsea,51.49807,-0.18578,Entire home/apt,542,5,3,2018-09-14,0.14,7.0,272,London,628.7199999999999,5 a 10 alojamientos
21728384,Beautiful and modern family home in Wimbledon,130981564,Sev,,Merton,51.43711,-0.21973,Entire home/apt,357,3,3,2018-02-23,0.13,1.0,0,London,414.11999999999995,1 alojamiento
21779275,16 Cheniston Gardens,158691575,Bashar,,Kensington and Chelsea,51.50022,-0.19417,Entire home/apt,250,7,1,2017-12-04,0.04,1.0,90,London,290.0,1 alojamiento
21779565,Large Entire Central London Apartment,99058393,Sumeet,,Westminster,51.51538,-0.18221,Entire home/apt,263,1,1,2019-08-27,0.42,18.0,365,London,305.08,11 a 50 alojamientos
21779566,4 Bedroom Apartment In The Heart Of Covent Garden,158694308,London Getaway Apartments,,Westminster,51.51295,-0.12128,Entire home/apt,400,5,44,2019-09-07,0.51,8.0,179,London,463.99999999999994,5 a 10 alojamientos
21779571,2 Bedroom Flat 5 minutes from Oxford Street!,158694308,London Getaway Apartments,,Camden,51.51713,-0.12511,Entire home/apt,250,4,16,2019-01-10,0.61,8.0,11,London,290.0,5 a 10 alojamientos
21780642,Large Townhouse Perfect for Families Exploring London,158703638,David,,Lambeth,51.46969,-0.13804,Entire home/apt,250,1,163,2019-11-04,6.85,1.0,340,London,290.0,1 alojamiento
21733509,"Wandsworth 4 storey home with garden, sleeps 8",33889201,Veeve,,Wandsworth,51.45337,-0.18679,Entire home/apt,273,1,1,2018-09-19,0.07,999.0,0,London,316.67999999999995,Más de 101 alojamientos
21749768,Fluffy Family Suite XL for 8 People - Canary Wharf,156090742,Anna,,Tower Hamlets,51.49886,-0.02033,Entire home/apt,300,1,3,2018-06-19,0.16,8.0,346,London,348.0,5 a 10 alojamientos
21798547,5 Bedroom Luxury House in Marylebone,44679311,Mehdi,,Westminster,51.51844,-0.16045,Entire home/apt,550,7,3,2018-11-26,0.2,74.0,89,London,638.0,51 a 100 alojamientos
21806870,"Cute room in happy, sparkling Vegetarian home",158936766,Sarah,,Newham,51.51808,0.05946,Private room,1000,1,1,2018-04-25,0.05,1.0,0,London,1160.0,1 alojamiento
21792728,Apartment between financial&tourist area of London,135786015,Kae,,Lambeth,51.50205,-0.11688,Entire home/apt,650,1,1,2017-11-20,0.04,1.0,173,London,754.0,1 alojamiento
21808224,Apartment at the heart of Queensway/Bayswater,1357630,Chung Han,,Westminster,51.51179,-0.19129,Entire home/apt,250,1,1,2018-08-27,0.07,2.0,312,London,290.0,2 a 4 alojamientos
21763163,Incredible house off historic Dulwich Village,111758214,Dean,,Southwark,51.44194,-0.07969,Entire home/apt,300,7,1,2018-12-29,0.1,1.0,254,London,348.0,1 alojamiento
21795304,Amazing 2 Bed/2 Bath in Mayfair!,1828260,Renee,,Westminster,51.50559,-0.14722,Entire home/apt,250,3,1,2018-04-22,0.05,1.0,0,London,290.0,1 alojamiento
21795445,Luxury Apartments in South Kensington,105908716,Angela Walker,,Kensington and Chelsea,51.4944,-0.18722,Entire home/apt,300,3,4,2019-10-28,0.19,36.0,90,London,348.0,11 a 50 alojamientos
21797497,"3BR near Battersea Park & the Thames, by Veeve",33889201,Veeve,,Wandsworth,51.47532,-0.15561,Entire home/apt,265,1,9,2019-10-14,0.4,999.0,38,London,307.4,Más de 101 alojamientos
21797788,SWANK BRIGHT & CLEAN 1st Floor 1500sqft LOFT,1408974,Hugh,,Islington,51.52352,-0.08907,Entire home/apt,303,1,12,2019-04-08,0.5,8.0,364,London,351.47999999999996,5 a 10 alojamientos
21815208,Stunning Apartment Near Shard F3,155268280,Alisa,,Southwark,51.50414,-0.0995,Entire home/apt,250,1,32,2019-10-13,1.34,5.0,160,London,290.0,5 a 10 alojamientos
21832052,Walk Along the Thames from a Sleek Flat with a Balcony,7701687,Arcore,,Westminster,51.508,-0.12251,Entire home/apt,500,2,26,2019-08-24,1.24,48.0,84,London,580.0,11 a 50 alojamientos
21861680,Elegant living space for your London vacation,159466638,Ahmed,,Wandsworth,51.42726,-0.15258,Entire home/apt,250,3,0,,1.85,1.0,34,London,290.0,1 alojamiento
21821436,2 bed apartment with links to central London,33889201,Veeve,,Islington,51.52165,-0.10263,Entire home/apt,260,3,0,,0.182,999.0,0,London,301.59999999999997,Más de 101 alojamientos
21836276,Super Central   Marylebone Flat - Large 3 bedroom,88246643,Sheila,,Westminster,51.5212,-0.16116,Entire home/apt,284,1,5,2019-05-03,0.21,1.0,34,London,329.44,1 alojamiento
21823215,2300 sqft apartment overlooking Clapham Common,38263874,Anna,,Lambeth,51.46197,-0.14819,Entire home/apt,280,7,3,2019-10-31,0.13,1.0,218,London,324.79999999999995,1 alojamiento
